symbol	n	sources	fusion	tumorsuppressor	oncogene
SMC3	7	TS500|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
SMO	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
SNCAIP	4	PMCC|TS500|FoundationONE|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
SND1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
SNX29	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
SOCS1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
SOCS3	2	FoundatoinHEME|FamilialCancer	FALSE	FALSE	FALSE
SOD2	3	TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
SOS1	4	MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
SOX1	1	Cancermine	FALSE	TRUE	FALSE
SOX10	6	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
SOX17	5	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
SOX2	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|Cancermine	FALSE	FALSE	TRUE
SOX21	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
SOX4	1	Cancermine	FALSE	FALSE	TRUE
SOX9	10	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
SPARC	3	PMCC|FamilialCancer|Cancermine	FALSE	TRUE	FALSE
SPDEF	1	Cancermine	FALSE	TRUE	TRUE
SPECC1	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
SPEN	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
SPI1	2	FamilialCancer|Cancermine	FALSE	TRUE	TRUE
SPOP	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
SPRED1	4	MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
SPRY2	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
SPRY4	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
SPTA1	5	PMCC|TS500|FoundationONE|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
SRC	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|Cancermine	FALSE	FALSE	TRUE
SRF	1	Cancermine	FALSE	FALSE	TRUE
SRGAP3	3	OncoKB-Annotated|FamilialCancer|NGC_known	TRUE	FALSE	FALSE
SRSF2	8	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|NGC_other	FALSE	FALSE	TRUE
SRSF3	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
SS18	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
SS18L1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
SSX1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
SSX2	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
SSX4	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
STAG1	4	TS500|MSKCC-HEME|OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
STAG2	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
STAT1	1	Cancermine	FALSE	TRUE	FALSE
STAT3	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
STAT4	6	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
STAT5A	7	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
STAT5B	9	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	TRUE	FALSE	FALSE
STAT6	6	MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|NGC_other	TRUE	FALSE	TRUE
STIL	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
STK11	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
STK19	3	PMCC|MSKCC-IMPACT|NGC_other	FALSE	FALSE	FALSE
STK40	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
STRN	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
SUFU	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
SUZ12	10	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other	TRUE	FALSE	FALSE
SYK	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
TAF1	8	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
TAF15	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
TAL1	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
TAL2	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
TAP1	2	MSKCC-IMPACT|TEMPUS	FALSE	FALSE	FALSE
TAP2	2	MSKCC-IMPACT|TEMPUS	FALSE	FALSE	FALSE
TAZ	1	Cancermine	FALSE	FALSE	TRUE
TBL1XR1	8	MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	TRUE	FALSE	FALSE
TBX3	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
TCEA1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
TCF12	3	CancerGeneCensus_Tier1|NGC_known|NGC_other	TRUE	FALSE	FALSE
TCF3	8	TS500|MSKCC-IMPACT|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	TRUE
TCF7L2	8	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other	TRUE	FALSE	TRUE
TCL1A	5	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
TEC	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	TRUE
TEK	2	MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TENT5C	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TERC	4	PMCC|TS500|FoundationONE|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TERT	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
TET1	8	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
TET2	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
TFCP2	1	Cancermine	FALSE	FALSE	TRUE
TFE3	5	TS500|FoundatoinHEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	TRUE
TFEB	3	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	TRUE
TFF1	1	Cancermine	FALSE	TRUE	TRUE
TFG	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
TFPT	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
TFRC	6	TS500|FoundatoinHEME|OncoKB-Annotated|CancerGeneCensus_Tier2|AZ300|NGC_known	TRUE	FALSE	FALSE
TGFB1	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
TGFBR1	4	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
TGFBR2	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
THRAP3	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
THY1	1	Cancermine	FALSE	TRUE	FALSE
TIGIT	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TLR4	2	AZ300|NGC_other	FALSE	FALSE	FALSE
TLX1	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
TLX3	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
TMEM127	6	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
TMPRSS2	9	PMCC|TS500|MSKCC-IMPACT|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
TNC	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	TRUE
TNF	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TNFAIP3	12	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
TNFRSF10A	2	PMCC|FamilialCancer	FALSE	FALSE	FALSE
TNFRSF10B	3	PMCC|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
TNFRSF14	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	TRUE	FALSE
TNFRSF17	4	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
TNFRSF18	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
TNFRSF9	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TOP1	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
TOP2A	6	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
TP53	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
TP53BP1	3	MSKCC-IMPACT|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
TP63	10	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
TPD52	1	Cancermine	FALSE	FALSE	TRUE
TPM1	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TPM3	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
TPM4	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
TPMT	3	PMCC|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TPR	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
TRA	2	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TRAF2	4	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
TRAF3	4	MSKCC-HEME|FoundatoinHEME|TEMPUS|NGC_other	FALSE	FALSE	FALSE
TRAF5	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
TRAF7	4	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
TRB	2	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TRD	2	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TRG	2	FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TRIM24	6	FoundatoinHEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|Cancermine	TRUE	FALSE	TRUE
TRIM27	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
TRIM3	1	Cancermine	FALSE	TRUE	FALSE
TRIM33	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
TRIP11	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
TRRAP	3	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	FALSE	TRUE
TSC1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
TSC2	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
TSHR	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	FALSE	TRUE
TTF1	1	Cancermine	FALSE	FALSE	TRUE
TUSC3	3	FoundatoinHEME|TEMPUS|Cancermine	FALSE	TRUE	TRUE
TWIST1	1	Cancermine	FALSE	FALSE	TRUE
TWSG1	1	Cancermine	FALSE	TRUE	FALSE
TYK2	3	MSKCC-HEME|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
TYMS	3	PMCC|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
U2AF1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
U2AF2	3	MSKCC-HEME|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
UBR5	3	MSKCC-HEME|CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
UCHL1	1	Cancermine	FALSE	TRUE	TRUE
UGT1A1	3	PMCC|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
UHRF1	1	Cancermine	FALSE	FALSE	TRUE
UMPS	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
USP44	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
USP6	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
USP8	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
USP9X	3	AZ300|NGC_other|Cancermine	FALSE	TRUE	FALSE
VAV1	3	MSKCC-HEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
VEGFA	8	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer|Cancermine	FALSE	FALSE	TRUE
VHL	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
VSIR	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
VTCN1	3	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
VTI1A	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
WAS	2	CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
WDCP	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
WEE1	3	TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
WIF1	3	CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	TRUE	FALSE
WISP1	1	Cancermine	FALSE	TRUE	TRUE
WISP3	3	PMCC|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
WNK2	3	OncoKB-Annotated|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
WNT1	2	PMCC|Cancermine	FALSE	FALSE	TRUE
WNT5A	1	Cancermine	FALSE	TRUE	FALSE
WRN	3	TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
WT1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
WWOX	1	Cancermine	FALSE	TRUE	FALSE
WWTR1	3	MSKCC-IMPACT|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
XBP1	3	MSKCC-HEME|FoundatoinHEME|NGC_other	FALSE	FALSE	FALSE
XIAP	3	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
XPA	3	TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
XPC	3	TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	TRUE	FALSE
XPO1	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	FALSE	TRUE
XRCC1	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
XRCC2	4	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
XRCC3	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
YAP1	4	TS500|MSKCC-IMPACT|FamilialCancer|Cancermine	FALSE	TRUE	TRUE
YES1	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
YWHAE	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
ZBTB16	5	FoundatoinHEME|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	TRUE
ZBTB2	4	PMCC|TS500|FoundationONE|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
ZBTB7A	2	TS500|Cancermine	FALSE	FALSE	TRUE
ZCCHC8	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
ZEB1	4	OncoKB-Annotated|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
ZFHX3	8	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
ZMYM2	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|NGC_other	TRUE	FALSE	FALSE
ZMYM3	4	FoundatoinHEME|OncoKB-Annotated|NGC_known|NGC_other	FALSE	TRUE	FALSE
ZNF217	7	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
ZNF331	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
ZNF384	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
ZNF429	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
ZNF479	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
ZNF521	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|NGC_other	TRUE	FALSE	TRUE
ZNF703	6	PMCC|TS500|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2|Cancermine	FALSE	FALSE	TRUE
ZNF750	2	TEMPUS|NGC_other	FALSE	FALSE	FALSE
ZNRF3	5	PMCC|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
ZRSR2	7	TS500|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|NGC_other	FALSE	TRUE	FALSE
